topic,n_poetry,n_prose,share_poetry_in_corpus,share_prose_in_corpus,ratio_poetry_over_prose
0,4,208,0.003276003276003276,0.014239748065995756,0.23006048006048008
35,1,52,0.000819000819000819,0.003559937016498939,0.23006048006048008
30,1,54,0.000819000819000819,0.0036968576709796672,0.22153972153972157
48,1,57,0.000819000819000819,0.00390223865270076,0.2098797361955257
121,1,61,0.000819000819000819,0.004176079961662217,0.19611713054336005
97,1,63,0.000819000819000819,0.004313000616142945,0.18989118989118992
2,3,191,0.002457002457002457,0.013075922502909563,0.1879028004682455
74,1,70,0.000819000819000819,0.0047922229068254945,0.1709020709020709
20,1,73,0.000819000819000819,0.004997603888546588,0.16387869812527348
36,1,82,0.000819000819000819,0.005613746833709865,0.1458920117456703
46,1,83,0.000819000819000819,0.00568220716095023,0.14413427666439715
8,1,97,0.000819000819000819,0.006640651742315328,0.1233313913726285
3,2,219,0.001638001638001638,0.014992811665639762,0.10925246541684898
311,0,10,0.0,0.0006846032724036421,0.0
147,0,30,0.0,0.0020538098172109263,0.0
325,0,16,0.0,0.0010953652358458273,0.0
227,0,20,0.0,0.0013692065448072841,0.0
192,0,27,0.0,0.0018484288354898336,0.0
138,0,35,0.0,0.0023961114534127473,0.0
254,0,17,0.0,0.0011638255630861914,0.0
154,0,22,0.0,0.0015061271992880126,0.0
335,0,12,0.0,0.0008215239268843705,0.0
324,0,13,0.0,0.0008899842541247347,0.0
233,0,26,0.0,0.0017799685082494695,0.0
329,0,12,0.0,0.0008215239268843705,0.0
274,0,22,0.0,0.0015061271992880126,0.0
51,0,35,0.0,0.0023961114534127473,0.0
328,0,14,0.0,0.0009584445813650989,0.0
262,0,14,0.0,0.0009584445813650989,0.0
285,0,12,0.0,0.0008215239268843705,0.0
180,0,24,0.0,0.001643047853768741,0.0
239,0,14,0.0,0.0009584445813650989,0.0
142,0,33,0.0,0.002259190798932019,0.0
284,0,27,0.0,0.0018484288354898336,0.0
290,0,21,0.0,0.0014376668720476485,0.0
50,0,60,0.0,0.004107619634421853,0.0
88,0,38,0.0,0.00260149243513384,0.0
304,0,15,0.0,0.0010269049086054631,0.0
198,0,29,0.0,0.001985349489970562,0.0
21,0,72,0.0,0.004929143561306223,0.0
258,0,14,0.0,0.0009584445813650989,0.0
54,0,53,0.0,0.003628397343739303,0.0
223,0,30,0.0,0.0020538098172109263,0.0
201,0,21,0.0,0.0014376668720476485,0.0
62,0,43,0.0,0.002943794071335661,0.0
178,0,30,0.0,0.0020538098172109263,0.0
