topic,rank,word,word_lemma,word_pos,weight
2,115,mamselle primerose,mamsell,ADJ,0.002405954363968406
2,116,nai,nai,PROPN,0.002390012908789588
2,117,dix,dix,NUM,0.002377180519074508
2,118,genevieve cest,genevieve,NOUN,0.002377087525254836
2,119,dormere cest,dormer,ADJ,0.0023250863313155194
2,120,vite,vite,ADV,0.002321817822645837
3,1,prince,prince,NOUN,0.008821570740697133
3,2,roi,roi,NOUN,0.006218818589370173
3,3,nagato,nagato,PROPN,0.006210549900768116
3,4,bussy,bussy,ADJ,0.006075354422880468
3,5,notburge,notburge,NOUN,0.00558438666621421
3,6,reine,reine,NOUN,0.005446315554928655
3,7,fideyori,fideyori,VERB,0.0052930101379234755
3,8,kangshi,kangshi,ADJ,0.004588062721249944
3,9,secria,secrier,VERB,0.004522704160476972
3,10,guerre,guerre,NOUN,0.004306900712424619
3,11,lempereur,lempereur,NOUN,0.004276608035525041
3,12,siogoun,siogoun,PROPN,0.004265291340887134
3,13,hieyas,hieyas,PROPN,0.004207718425318691
3,14,samo,samo,ADJ,0.004149492996182431
3,15,trone,trone,NOUN,0.004148267952979373
3,16,pere,pere,NOUN,0.004019935805563429
3,17,takiang,takiang,ADJ,0.0038436203281147323
3,18,yomenli,yomenli,X,0.0036144931990058564
3,19,fils,fils,NOUN,0.0035791942960647144
3,20,princesse,princesse,NOUN,0.003575771154987703
3,21,toza,toza,NOUN,0.0034321335884007933
3,22,royaume,royaume,PROPN,0.003323298638211844
3,23,lila,lila,PROPN,0.0031519744444248082
3,24,mort,mort,NOUN,0.0030732710166311277
3,25,ditil,ditil,VERB,0.002983360033871135
3,26,tete,tete,NOUN,0.002895500634388836
3,27,pourquoi,pourquoi,ADV,0.002859316900319307
3,28,francais,francais,ADJ,0.002818540598151273
3,29,vizir,vizir,NOUN,0.0027929108464543576
3,30,armee,armee,NOUN,0.0027806433900616143
3,31,nom,nom,NOUN,0.002769322698934808
3,32,homme,homme,NOUN,0.002745061784559287
3,33,prendre,prendre,VERB,0.0026794937498525392
3,34,ami,ami,NOUN,0.0026605556831099477
3,35,chef,chef,NOUN,0.002627148059158066
3,36,soldats,soldat,NOUN,0.0026201860028184525
3,37,mogol,mogol,NOUN,0.0025834466448078877
3,38,general,general,NOUN,0.0025811923327342026
3,39,gouverneur,gouverneur,NOUN,0.00254892310755648
3,40,dupleix,dupleix,NOUN,0.002544360354545378
3,41,troupes,troupe,NOUN,0.0024836921055646265
3,42,ditelle,ditelle,PROPN,0.0024657188030634265
3,43,dragon,dragon,NOUN,0.0024225747099818236
3,44,fais,faire,VERB,0.002379581930436423
3,45,prince nagato,princ,ADJ,0.0023780871599444866
3,46,gengi,gengi,VERB,0.0023626653944148436
3,47,milord,milord,NOUN,0.0023626653944148436
3,48,nantilde,nantilde,VERB,0.002337625611545149
3,49,cur,cur,NOUN,0.0023188700988452556
3,50,chandasaib,chandasaib,NOUN,0.002315609428034795
3,51,mains,main,NOUN,0.0023006805100724737
3,52,sang,sang,NOUN,0.002299690158734042
3,53,wulfegonde,wulfegonde,PROPN,0.002281722431860897
3,54,seigneur,seigneur,NOUN,0.0022601186696902835
3,55,laisse,laisse,VERB,0.002258170605005944
3,56,nabab,nabab,NOUN,0.0022492666914956565
